Nom_Fr,Nom_Ar,apports,id_barrage,lachers,stock,cumul_mensuel_apports,cumul_annuel_apports,cumul_mensuel_lachers,cumul_annuel_lachers,moy_mois,cumul_annee_prec,moy_periode,stock_annee_prec,Cap_tot_act,Cote,Cap_tot_init,fonctionnel,Annee_prod,Latitude,Longitude,Bassin_versant,Date
zarga,الزرقة,0.0941493,10,0.11058,23.824,1.61578,17.7163,1.90511,6.65386,3.41,6.02931,17.41,16.439,24.0,93.0,24.0,1.0,2012,36.8824,8.69921,60.0,2024-03-13 00:00:00
kebir,الكبير,0.0428416,31,0.0,28.12,1.81669,19.0283,0.0,0.0,5.17428,6.95711,32.518,6.6612,64.4,85.0,64.4,1.0,2014,36.8751,8.71699,85.2,2024-03-13 00:00:00
moula,المولى,0.0309987,32,0.053223,23.216,0.879904,10.4582,0.822605,11.628,3.48188,2.97042,27.7414,26.2939,26.3,110.0,26.3,1.0,2013,36.9347,8.84504,58.0,2024-03-13 00:00:00
selbarrak,سيدي البــــراق,0.164698,11,0.09114,142.385,13.6539,119.141,7.7452,71.0002,46.3079,76.1445,243.333,184.612,286.514,27.0,286.514,1.0,1999,37.0261,8.93618,865.0,2024-03-13 00:00:00
ziatine,الزياتين,0.052209,12,0.009279,14.7459,1.95696,8.95234,0.474072,7.44218,2.95,13.6629,24.2323,22.7884,33.0,37.0,33.0,1.0,2012,37.1856,9.20109,95.0,2024-03-13 00:00:00
gamgoum,القمقوم,0.0292962,13,0.0024,14.7879,0.586838,2.85398,0.3861,4.30077,1.45458,5.92061,6.97586,17.9371,18.3,48.0,18.3,1.0,2012,37.1991,9.26906,35.5,2024-03-13 00:00:00
harka,الحركة,0.00107137,35,0.0,9.2563,0.463768,5.07174,0.0,14.1918,2.53,8.70371,20.4726,30.2712,30.3,38.4,30.3,1.0,2016,37.0605,9.23982,77.0,2024-03-13 00:00:00
siliana,سليانـــــــة,0.00590234,14,0.0,8.09756,0.181804,4.09538,0.0,0.1382,5.336,3.47533,26.2491,4.94751,33.4411,388.5,70.0,1.0,1987,36.1571,9.35208,1040.0,2024-03-13 00:00:00
lakhmess,لخمـــــــاس,0.00130678,15,0.000396,1.85957,0.0455042,0.518425,0.0057698,1.06465,1.78231,0.701454,8.45072,3.84732,7.22,517.06,8.22,1.0,1966,35.9952,9.47242,127.0,2024-03-13 00:00:00
rmil,الرميـــــــل,0.00108796,16,0.0036,0.6488,0.00981482,0.378542,0.00792,0.036828,1.58175,0.238662,8.32761,0.3076,2.0,285.0,4.0,1.0,2002,36.302,9.50269,232.0,2024-03-13 00:00:00
birmcherga,بئر المشارقـــة,0.0,17,0.0012,12.8462,0.0741501,6.52327,0.0156,0.868984,2.4676,2.1263,20.5695,13.1828,41.599,122.5,52.9,1.0,1971,36.5112,10.0114,1263.0,2024-03-13 00:00:00
rmel,الرمــــــل,0.00944557,18,0.0065,4.5121,0.103228,6.10033,0.0755,0.533994,1.86195,0.99722,13.5164,0.900043,23.83,43.0,22.0,1.0,1998,36.3318,10.3597,675.0,2024-03-13 00:00:00
nebhana,نبهانــــــة,0.0,19,0.0,2.75913,0.0225563,1.33702,0.0,0.932491,3.55211,1.71529,16.4255,7.40111,58.76,230.0,86.5,1.0,1965,36.06,9.87235,855.0,2024-03-13 00:00:00
sidisaad,سيدي سعـــد,0.0439448,20,0.035468,29.0544,0.176912,3.34619,0.400305,2.1672,2.95265,6.86749,33.3174,30.675,133.317,270.0,209.0,1.0,1981,35.3901,9.69476,8950.0,2024-03-13 00:00:00
elhaouareb,هـــــــوارب,6.86095e-05,21,0.0,0.00576132,0.000859637,0.160424,0.0,0.1332,1.21275,2.82959,11.87,0.530032,77.47,217.0,0.0,1.0,1989,35.5727,9.74681,1120.0,2024-03-13 00:00:00
sficifa,سفيسيفة,0.000437062,22,0.0,1.71246,0.00426379,0.386904,0.0,0.01,0.0237058,0.265831,1.16109,1.64348,7.71,677.8,4.24,1.0,2005,35.3413,9.07053,173.65,2024-03-13 00:00:00
sidiach,سيدي يعيــــش,0.001035,23,0.0,1.337,0.0111263,0.270911,0.0,0.0,0.0200728,0.596106,1.44337,1.91932,88.0,541.0,88.0,1.0,1997,34.7468,8.74761,1900.0,2024-03-13 00:00:00
elbrek,البــــــــرك,0.0004884,24,0.0,0.06,0.0052503,0.150097,0.0,0.0,0.32954,0.13547,1.84128,0.06,16.0,849.0,16.0,1.0,2002,35.4705,8.96766,293.0,2024-03-13 00:00:00
bezirk,بزيـــــــغ,0.000348875,25,0.0,0.20652,0.00424202,0.204545,0.0,0.214,0.501218,0.252499,4.03489,0.596,5.01,54.62,6.5,1.0,1959,36.7159,10.6262,86.0,2024-03-13 00:00:00
chiba,شيبـــــــة,1.24362e-06,26,0.0,0.000475792,1.32473e-05,0.000313609,0.0,0.0,0.850857,0.00994949,5.50109,0.00239247,5.045,77.88,7.8,1.0,1963,36.6923,10.7697,64.0,2024-03-13 00:00:00
masri,مصــــــري,0.00086615,27,0.03,1.84263,0.0041905,1.19587,0.11,4.16291,0.542286,0.562415,3.58639,2.33528,5.193,163.0,6.9,1.0,1968,36.534,10.4911,53.0,2024-03-13 00:00:00
lebna,لبنــــــــة,0.00131767,28,0.0,0.730924,0.0110144,0.418925,0.0,0.0,2.21669,0.677683,15.7485,2.53426,23.3053,18.04,30.1,1.0,1986,36.7388,10.9218,199.0,2024-03-13 00:00:00
hma,الحمـــــى,0.0,29,0.0,0.520178,0.000346673,0.759769,0.007003,0.007003,0.91804,0.136249,3.81462,0.270033,12.854,102.4,12.1,1.0,2002,36.5874,10.304,123.0,2024-03-13 00:00:00
abid,العبيـــــــد,0.0,30,0.0,0.843048,0.00363839,0.267839,0.0,0.0,0.951204,0.330747,4.47005,1.05964,9.615,42.2,10.0,1.0,2002,36.8308,10.7086,54.0,2024-03-13 00:00:00
mellegue,مـــــلاق,0.0225793,1,0.0,8.71273,1.00595,7.54044,0.0,11.1508,12.6216,14.783,112.555,14.7344,51.13,265.0,267.67,1.0,1954,36.3144,8.70273,10300.0,2024-03-12 00:00:00
sarrat,سراط,0.00182946,36,0.064681,6.95554,0.093708,1.92398,0.275776,1.61608,1.903,2.77242,11.0,3.09261,21.0,546.0,21.0,1.0,2016,49.9167,26.5833,1850.0,2024-03-12 00:00:00
benmetir,بنيمطيــر,0.061934,2,0.03456,41.955,2.05192,27.3666,0.41472,6.70464,7.20793,7.55227,32.7991,20.2837,60.393,436.5,61.63,1.0,1954,36.7471,8.74188,103.0,2024-03-12 00:00:00
kasseb,كســاب,0.0698407,3,0.028512,22.9184,1.66167,22.526,0.357192,6.4556,7.47992,8.55182,33.8662,13.9191,76.9,292.04,81.875,1.0,1968,36.7614,9.0023,101.0,2024-03-12 00:00:00
barbara,بربرة,0.145893,4,0.097466,59.7173,4.44265,64.9442,4.15928,58.0171,11.9027,18.5379,66.0673,62.4856,64.7,182.0,74.82,1.0,1998,36.7341,8.53173,177.0,2024-03-12 00:00:00
sidisalem,سيدي ســــالم,0.911931,5,0.0432,243.736,19.8663,108.044,0.586966,49.6219,72.7512,31.2336,277.142,97.0883,580.35,115.0,814.0,1.0,1981,36.5907,9.39706,7950.0,2024-03-12 00:00:00
bouheurtma,بو هرتمـــــه,0.124491,6,0.030207,71.7451,4.21634,48.0329,0.319044,9.35809,14.2708,14.7594,60.9954,25.1001,112.037,221.0,117.5,1.0,1976,36.6719,8.78758,390.0,2024-03-12 00:00:00
joumine,جوميــــــن,0.435469,7,0.099372,33.1424,3.20666,25.8908,1.18546,5.00058,12.5586,16.7313,59.5013,25.2955,118.773,90.0,129.9,1.0,1983,36.9909,9.61373,418.0,2024-03-12 00:00:00
ghezala,غزالـــــــة,0.022215,8,0.0,2.43051,0.151169,2.00396,0.0,1.0881,1.56608,1.27905,7.34111,3.79443,10.004,82.5,11.7,1.0,1984,37.0594,9.54582,48.0,2024-03-12 00:00:00
melah,المالح,1.20547,33,0.0558,7.2418,2.22142,9.80073,0.10089,7.26243,5.89,7.51355,19.68,8.66168,41.0,136.0,41.0,1.0,2015,37.0359,9.41093,85.9,2024-03-12 00:00:00
tine,الطين,0.0394,34,0.0,3.775,0.0868086,2.30784,0.0,0.0,2.18,1.43986,14.0642,2.5722,34.0,136.0,34.0,1.0,2017,36.8644,9.62805,276.0,2024-03-12 00:00:00
sejnane,سجنــــــان,3.67069,9,0.840179,45.7626,9.13802,45.8904,10.5403,147.174,16.7054,53.1595,100.87,88.1922,134.014,86.5,137.5,1.0,1994,37.181,9.47513,367.0,2024-03-12 00:00:00
zarga,الزرقة,0.0850508,10,0.10135,23.842,1.52163,17.6221,1.79453,6.54328,3.41,6.02931,17.3,16.452,24.0,93.0,24.0,1.0,2012,36.8824,8.69921,60.0,2024-03-12 00:00:00
kebir,الكبير,0.122555,31,0.0,28.08,1.77385,18.9854,0.0,0.0,5.17428,6.94787,32.3511,6.6536,64.4,85.0,64.4,1.0,2014,36.8751,8.71699,85.2,2024-03-12 00:00:00
moula,المولى,0.0429191,32,0.053142,23.24,0.848905,10.4272,0.769382,11.5748,3.48188,2.96827,27.6291,26.2939,26.3,110.0,26.3,1.0,2013,36.9347,8.84504,58.0,2024-03-12 00:00:00
selbarrak,سيدي البــــراق,0.848724,11,0.56726,142.183,13.4892,118.976,7.65406,70.9091,46.3079,76.1445,241.84,185.065,286.514,27.0,286.514,1.0,1999,37.0261,8.93618,865.0,2024-03-12 00:00:00
ziatine,الزياتين,0.387166,12,0.021343,14.7059,1.90476,8.90013,0.464793,7.4329,2.95,13.6629,24.1371,22.8616,33.0,37.0,33.0,1.0,2012,37.1856,9.20109,95.0,2024-03-12 00:00:00
gamgoum,القمقوم,0.296753,13,0.0225,14.7628,0.557541,2.82469,0.3837,4.29837,1.45458,5.91739,6.92893,17.9371,18.3,48.0,18.3,1.0,2012,37.1991,9.26906,35.5,2024-03-12 00:00:00
harka,الحركة,0.155071,35,0.0,9.2563,0.462696,5.07067,0.0,14.1918,2.53,8.69297,20.391,30.2712,30.3,38.4,30.3,1.0,2016,37.0605,9.23982,77.0,2024-03-12 00:00:00
siliana,سليانـــــــة,0.00472188,14,0.0,8.09756,0.175902,4.08948,0.0,0.1382,5.336,3.46794,26.077,4.94751,33.4411,388.5,70.0,1.0,1987,36.1571,9.35208,1040.0,2024-03-12 00:00:00
lakhmess,لخمـــــــاس,0.00109714,15,0.000452,1.85957,0.0441974,0.517118,0.0053738,1.06425,1.78231,0.698564,8.39322,3.86911,7.22,517.06,8.22,1.0,1966,35.9952,9.47242,127.0,2024-03-12 00:00:00
rmil,الرميـــــــل,0.0006585,16,0.0,0.6522,0.00872686,0.377454,0.00432,0.033228,1.58175,0.238662,8.27658,0.3112,2.0,285.0,4.0,1.0,2002,36.302,9.50269,232.0,2024-03-12 00:00:00
birmcherga,بئر المشارقـــة,0.00738519,17,0.0012,12.8836,0.0741501,6.52327,0.0144,0.867784,2.4676,2.11036,20.4899,13.1828,41.599,122.5,52.9,1.0,1971,36.5112,10.0114,1263.0,2024-03-12 00:00:00
rmel,الرمــــــل,0.0,18,0.00575,4.5121,0.0937828,6.09088,0.069,0.527494,1.86195,0.993501,13.4563,0.900043,23.83,43.0,22.0,1.0,1998,36.3318,10.3597,675.0,2024-03-12 00:00:00
nebhana,نبهانــــــة,0.00269312,19,0.0,2.76991,0.0225563,1.33702,0.0,0.932491,3.55211,1.70827,16.311,7.41918,58.76,230.0,86.5,1.0,1965,36.06,9.87235,855.0,2024-03-12 00:00:00
sidisaad,سيدي سعـــد,0.0,20,0.036226,29.0544,0.132968,3.30225,0.364837,2.13173,2.95265,6.86749,33.2222,30.7494,133.317,270.0,209.0,1.0,1981,35.3901,9.69476,8950.0,2024-03-12 00:00:00
elhaouareb,هـــــــوارب,7.26454e-05,21,0.0,0.00576132,0.000791027,0.160355,0.0,0.1332,1.21275,2.82959,11.8308,0.571795,77.47,217.0,0.0,1.0,1989,35.5727,9.74681,1120.0,2024-03-12 00:00:00
sficifa,سفيسيفة,0.0003108,22,0.0,1.71246,0.00382673,0.386467,0.0,0.01,0.0237058,0.265664,1.16033,1.64348,7.71,677.8,4.24,1.0,2005,35.3413,9.07053,173.65,2024-03-12 00:00:00
sidiach,سيدي يعيــــش,0.00077625,23,0.0,1.337,0.0100912,0.269876,0.0,0.0,0.0200728,0.593118,1.44273,1.91932,88.0,541.0,88.0,1.0,1997,34.7468,8.74761,1900.0,2024-03-12 00:00:00
elbrek,البــــــــرك,0.0003663,24,0.0,0.06,0.0047619,0.149609,0.0,0.0,0.32954,0.135043,1.83065,0.06,16.0,849.0,16.0,1.0,2002,35.4705,8.96766,293.0,2024-03-12 00:00:00
bezirk,بزيـــــــغ,8.79516e-05,25,0.0,0.20652,0.00389315,0.204196,0.0,0.214,0.501218,0.252059,4.01873,0.596,5.01,54.62,6.5,1.0,1959,36.7159,10.6262,86.0,2024-03-12 00:00:00
chiba,شيبـــــــة,1.18955e-06,26,0.0,0.000475792,1.20037e-05,0.000312365,0.0,0.0,0.850857,0.00993636,5.47365,0.00239247,5.045,77.88,7.8,1.0,1963,36.6923,10.7697,64.0,2024-03-12 00:00:00
masri,مصــــــري,0.000181442,27,0.0,1.87207,0.00332435,1.195,0.08,4.13291,0.542286,0.562415,3.56889,2.34062,5.193,163.0,6.9,1.0,1968,36.534,10.4911,53.0,2024-03-12 00:00:00
lebna,لبنــــــــة,0.0,28,0.0,0.730924,0.00969671,0.417607,0.0,0.0,2.21669,0.677683,15.677,2.55076,23.3053,18.04,30.1,1.0,1986,36.7388,10.9218,199.0,2024-03-12 00:00:00
hma,الحمـــــى,0.0,29,0.0,0.525684,0.000346673,0.759769,0.007003,0.007003,0.91804,0.135792,3.78501,0.270033,12.854,102.4,12.1,1.0,2002,36.5874,10.304,123.0,2024-03-12 00:00:00
abid,العبيـــــــد,0.000495591,30,0.0,0.846003,0.00363839,0.267839,0.0,0.0,0.951204,0.329794,4.43937,1.05964,9.615,42.2,10.0,1.0,2002,36.8308,10.7086,54.0,2024-03-12 00:00:00
mellegue,مـــــلاق,0.0647018,1,0.0,8.69166,0.983366,7.51786,0.0,11.1508,12.6216,14.7722,112.148,14.7645,51.13,265.0,267.67,1.0,1954,36.3144,8.70273,10300.0,2024-03-11 00:00:00
sarrat,سراط,0.001273,36,0.024278,7.02191,0.0918786,1.92215,0.211095,1.5514,1.903,2.77242,10.9386,3.18386,21.0,546.0,21.0,1.0,2016,49.9167,26.5833,1850.0,2024-03-11 00:00:00
benmetir,بنيمطيــر,0.0619334,2,0.03456,41.9295,1.98998,27.3046,0.38016,6.67008,7.20793,7.53198,32.5666,20.2991,60.393,436.5,61.63,1.0,1954,36.7471,8.74188,103.0,2024-03-11 00:00:00
kasseb,كســاب,0.0886627,3,0.028512,22.8792,1.59183,22.4561,0.32868,6.42709,7.47992,8.50331,33.6249,13.9628,76.9,292.04,81.875,1.0,1968,36.7614,9.0023,101.0,2024-03-11 00:00:00
barbara,بربرة,0.309462,4,0.095115,59.6759,4.29676,64.7983,4.06181,57.9196,11.9027,18.4657,65.6833,62.5251,64.7,182.0,74.82,1.0,1998,36.7341,8.53173,177.0,2024-03-11 00:00:00
sidisalem,سيدي ســــالم,0.893093,5,0.0432,242.907,18.9544,107.133,0.543766,49.5787,72.7512,30.9669,274.795,96.8993,580.35,115.0,814.0,1.0,1981,36.5907,9.39706,7950.0,2024-03-11 00:00:00
bouheurtma,بو هرتمـــــه,0.0656139,6,0.032609,71.5617,4.09185,47.9084,0.288837,9.32788,14.2708,14.7305,60.5351,25.0643,112.037,221.0,117.5,1.0,1976,36.6719,8.78758,390.0,2024-03-11 00:00:00
joumine,جوميــــــن,0.160506,7,0.098372,32.8107,2.77119,25.4553,1.08609,4.90121,12.5586,16.602,59.0961,25.2693,118.773,90.0,129.9,1.0,1983,36.9909,9.61373,418.0,2024-03-11 00:00:00
ghezala,غزالـــــــة,0.0221644,8,0.0,2.40872,0.128954,1.98175,0.0,1.0881,1.56608,1.25482,7.29059,3.77478,10.004,82.5,11.7,1.0,1984,37.0594,9.54582,48.0,2024-03-11 00:00:00
melah,المالح,0.138751,33,0.04509,6.0922,1.01595,8.59526,0.04509,7.20663,5.89,7.48418,19.49,8.63294,41.0,136.0,41.0,1.0,2015,37.0359,9.41093,85.9,2024-03-11 00:00:00
tine,الطين,0.00118863,34,0.0,3.7249,0.0359043,2.25693,0.0,0.0,2.18,1.43712,13.9939,2.5722,34.0,136.0,34.0,1.0,2017,36.8644,9.62805,276.0,2024-03-11 00:00:00
sejnane,سجنــــــان,0.537829,9,0.891589,42.5123,5.69379,42.4461,9.7269,146.36,16.7054,53.0241,100.331,88.8445,134.014,86.5,137.5,1.0,1994,37.181,9.47513,367.0,2024-03-11 00:00:00
zarga,الزرقة,0.06883,10,0.048605,23.86,1.43658,17.5371,1.69318,6.44193,3.41,6.02931,17.19,16.465,24.0,93.0,24.0,1.0,2012,36.8824,8.69921,60.0,2024-03-11 00:00:00
kebir,الكبير,0.10269,31,0.0,27.96,1.65129,18.8629,0.0,0.0,5.17428,6.94695,32.1841,6.6536,64.4,85.0,64.4,1.0,2014,36.8751,8.71699,85.2,2024-03-11 00:00:00
moula,المولى,0.030864,32,0.053185,23.252,0.805986,10.3843,0.71624,11.5217,3.48188,2.96602,27.5168,26.2939,26.3,110.0,26.3,1.0,2013,36.9347,8.84504,58.0,2024-03-11 00:00:00
selbarrak,سيدي البــــراق,0.349644,11,0.6304,141.779,12.6405,118.127,7.0868,70.3418,46.3079,76.1034,240.346,185.065,286.514,27.0,286.514,1.0,1999,37.0261,8.93618,865.0,2024-03-11 00:00:00
ziatine,الزياتين,0.0697342,12,0.000198,14.3415,1.47323,8.4686,0.399091,7.3672,2.95,13.647,24.0419,22.9104,33.0,37.0,33.0,1.0,2012,37.1856,9.20109,95.0,2024-03-11 00:00:00
gamgoum,القمقوم,0.0585383,13,0.0325,14.4911,0.260789,2.52793,0.3612,4.27587,1.45458,5.91418,6.88201,17.9371,18.3,48.0,18.3,1.0,2012,37.1991,9.26906,35.5,2024-03-11 00:00:00
harka,الحركة,0.0669068,35,0.0,9.1023,0.307625,4.9156,0.0,14.1918,2.53,8.69297,20.3094,30.314,30.3,38.4,30.3,1.0,2016,37.0605,9.23982,77.0,2024-03-11 00:00:00
siliana,سليانـــــــة,0.0349013,14,0.0,8.09756,0.17118,4.08476,0.0,0.1382,5.336,3.46794,25.9048,4.97326,33.4411,388.5,70.0,1.0,1987,36.1571,9.35208,1040.0,2024-03-11 00:00:00
lakhmess,لخمـــــــاس,0.00604741,15,0.000416,1.85957,0.0431003,0.516021,0.0049218,1.0638,1.78231,0.695315,8.33573,3.8909,7.22,517.06,8.22,1.0,1966,35.9952,9.47242,127.0,2024-03-11 00:00:00
rmil,الرميـــــــل,0.00046095,16,0.0,0.6522,0.00806836,0.376796,0.00432,0.033228,1.58175,0.238662,8.22556,0.3148,2.0,285.0,4.0,1.0,2002,36.302,9.50269,232.0,2024-03-11 00:00:00
birmcherga,بئر المشارقـــة,0.00804494,17,0.0012,12.8836,0.0667649,6.51588,0.0132,0.866584,2.4676,2.11036,20.4103,13.2202,41.599,122.5,52.9,1.0,1971,36.5112,10.0114,1263.0,2024-03-11 00:00:00
rmel,الرمــــــل,0.00835069,18,0.00575,4.538,0.0937828,6.09088,0.06325,0.521744,1.86195,0.989841,13.3962,0.900043,23.83,43.0,22.0,1.0,1998,36.3318,10.3597,675.0,2024-03-11 00:00:00
nebhana,نبهانــــــة,0.00269312,19,0.0,2.76991,0.0198632,1.33432,0.0,0.932491,3.55211,1.70599,16.1964,7.43724,58.76,230.0,86.5,1.0,1965,36.06,9.87235,855.0,2024-03-11 00:00:00
sidisaad,سيدي سعـــد,0.0,20,0.036525,29.1256,0.132968,3.30225,0.328611,2.0955,2.95265,6.8575,33.1269,30.7494,133.317,270.0,209.0,1.0,1981,35.3901,9.69476,8950.0,2024-03-11 00:00:00
elhaouareb,هـــــــوارب,6.86095e-05,21,0.0,0.00576132,0.000718382,0.160282,0.0,0.1332,1.21275,2.82959,11.7917,0.697084,77.47,217.0,0.0,1.0,1989,35.5727,9.74681,1120.0,2024-03-11 00:00:00
sficifa,سفيسيفة,0.00034965,22,0.0,1.71246,0.00369075,0.386331,0.0,0.01,0.0237058,0.265247,1.15957,1.64348,7.71,677.8,4.24,1.0,2005,35.3413,9.07053,173.65,2024-03-11 00:00:00
sidiach,سيدي يعيــــش,0.001035,23,0.0,1.337,0.0098325,0.269617,0.0,0.0,0.0200728,0.590131,1.44208,1.91932,88.0,541.0,88.0,1.0,1997,34.7468,8.74761,1900.0,2024-03-11 00:00:00
elbrek,البــــــــرك,0.0004884,24,0.0,0.06,0.0046398,0.149487,0.0,0.0,0.32954,0.134615,1.82002,0.06,16.0,849.0,16.0,1.0,2002,35.4705,8.96766,293.0,2024-03-11 00:00:00
bezirk,بزيـــــــغ,0.000262389,25,0.0,0.20652,0.0038052,0.204108,0.0,0.214,0.501218,0.252059,4.00256,0.5992,5.01,54.62,6.5,1.0,1959,36.7159,10.6262,86.0,2024-03-11 00:00:00
chiba,شيبـــــــة,9.73269e-07,26,0.0,0.000475792,1.08141e-05,0.000311176,0.0,0.0,0.850857,0.00992825,5.4462,0.00239247,5.045,77.88,7.8,1.0,1963,36.6923,10.7697,64.0,2024-03-11 00:00:00
masri,مصــــــري,0.000272163,27,0.0,1.87207,0.00314291,1.19482,0.08,4.13291,0.542286,0.561686,3.5514,2.34062,5.193,163.0,6.9,1.0,1968,36.534,10.4911,53.0,2024-03-11 00:00:00
lebna,لبنــــــــة,0.00133705,28,0.0,0.740426,0.00969671,0.417607,0.0,0.0,2.21669,0.677683,15.6055,2.56727,23.3053,18.04,30.1,1.0,1986,36.7388,10.9218,199.0,2024-03-11 00:00:00
hma,الحمـــــى,0.0,29,0.0,0.531189,0.000346673,0.759769,0.007003,0.007003,0.91804,0.135792,3.75539,0.272273,12.854,102.4,12.1,1.0,2002,36.5874,10.304,123.0,2024-03-11 00:00:00
abid,العبيـــــــد,0.000100954,30,0.0,0.846003,0.0031428,0.267343,0.0,0.0,0.951204,0.329794,4.40868,1.06316,9.615,42.2,10.0,1.0,2002,36.8308,10.7086,54.0,2024-03-11 00:00:00
mellegue,مـــــلاق,0.0436291,1,0.0,8.62848,0.918664,7.45316,0.0,11.1508,12.6216,14.7636,111.74,14.7945,51.13,265.0,267.67,1.0,1954,36.3144,8.70273,10300.0,2024-03-10 00:00:00
sarrat,سراط,0.0098601,36,0.020089,7.04846,0.0906056,1.92088,0.186817,1.52712,1.903,2.77034,10.8773,3.18386,21.0,546.0,21.0,1.0,2016,49.9167,26.5833,1850.0,2024-03-10 00:00:00
benmetir,بنيمطيــر,0.0864527,2,0.03456,41.904,1.92805,27.2427,0.3456,6.63552,7.20793,7.53198,32.3341,20.3453,60.393,436.5,61.63,1.0,1954,36.7471,8.74188,103.0,2024-03-10 00:00:00
kasseb,كســاب,0.12778,3,0.028512,22.8206,1.50316,22.3675,0.300168,6.39858,7.47992,8.45562,33.3836,14.0073,76.9,292.04,81.875,1.0,1968,36.7614,9.0023,101.0,2024-03-10 00:00:00
barbara,بربرة,0.18543,4,0.095787,59.469,3.98729,64.4888,3.9667,57.8245,11.9027,18.3963,65.2993,62.5646,64.7,182.0,74.82,1.0,1998,36.7341,8.53173,177.0,2024-03-10 00:00:00
sidisalem,سيدي ســــالم,1.452,5,0.0432,242.078,18.0613,106.239,0.500566,49.5355,72.7512,30.9669,272.448,97.0883,580.35,115.0,814.0,1.0,1981,36.5907,9.39706,7950.0,2024-03-10 00:00:00
bouheurtma,بو هرتمـــــه,0.127584,6,0.033168,71.4394,4.02624,47.8428,0.256228,9.29528,14.2708,14.7305,60.0747,25.1001,112.037,221.0,117.5,1.0,1976,36.6719,8.78758,390.0,2024-03-10 00:00:00
joumine,جوميــــــن,0.167731,7,0.105372,32.7503,2.61068,25.2948,0.98772,4.80284,12.5586,16.5237,58.691,25.2955,118.773,90.0,129.9,1.0,1983,36.9909,9.61373,418.0,2024-03-10 00:00:00
ghezala,غزالـــــــة,0.00590804,8,0.0,2.38693,0.106789,1.95958,0.0,1.0881,1.56608,1.23156,7.24007,3.75513,10.004,82.5,11.7,1.0,1984,37.0594,9.54582,48.0,2024-03-10 00:00:00
melah,المالح,0.0505809,33,0.0,5.9986,0.877201,8.45651,0.0,7.16154,5.89,7.44531,19.3,8.59462,41.0,136.0,41.0,1.0,2015,37.0359,9.41093,85.9,2024-03-10 00:00:00
tine,الطين,0.00118863,34,0.0,3.7249,0.0347157,2.25575,0.0,0.0,2.18,1.42594,13.9235,2.5633,34.0,136.0,34.0,1.0,2017,36.8644,9.62805,276.0,2024-03-10 00:00:00
sejnane,سجنــــــان,0.0442153,9,0.891589,42.2393,5.15596,41.9083,8.83531,145.469,16.7054,52.9523,99.7924,89.5562,134.014,86.5,137.5,1.0,1994,37.181,9.47513,367.0,2024-03-10 00:00:00
zarga,الزرقة,0.0616266,10,0.095795,23.842,1.36775,17.4682,1.64457,6.39333,3.41,6.02668,17.08,16.465,24.0,93.0,24.0,1.0,2012,36.8824,8.69921,60.0,2024-03-10 00:00:00
kebir,الكبير,0.104239,31,0.0,27.86,1.5486,18.7602,0.0,0.0,5.17428,6.94597,32.0172,6.6536,64.4,85.0,64.4,1.0,2014,36.8751,8.71699,85.2,2024-03-10 00:00:00
moula,المولى,0.0316976,32,0.066215,23.276,0.775122,10.3535,0.663055,11.4685,3.48188,2.9495,27.4045,26.2795,26.3,110.0,26.3,1.0,2013,36.9347,8.84504,58.0,2024-03-10 00:00:00
selbarrak,سيدي البــــراق,0.675038,11,0.8064,141.981,12.2908,117.777,6.4564,69.7114,46.3079,75.8318,238.852,184.839,286.514,27.0,286.514,1.0,1999,37.0261,8.93618,865.0,2024-03-10 00:00:00
ziatine,الزياتين,0.0566887,12,0.0539,14.2733,1.4035,8.39887,0.398893,7.367,2.95,13.647,23.9468,22.9836,33.0,37.0,33.0,1.0,2012,37.1856,9.20109,95.0,2024-03-10 00:00:00
gamgoum,القمقوم,0.0147471,13,0.0385,14.4669,0.202251,2.4694,0.3287,4.24337,1.45458,5.9115,6.83509,17.9371,18.3,48.0,18.3,1.0,2012,37.1991,9.26906,35.5,2024-03-10 00:00:00
harka,الحركة,0.00135278,35,0.0,9.0363,0.240718,4.84869,0.0,14.1918,2.53,8.67893,20.2277,30.314,30.3,38.4,30.3,1.0,2016,37.0605,9.23982,77.0,2024-03-10 00:00:00
siliana,سليانـــــــة,0.00589494,14,0.0,8.06691,0.136279,4.04986,0.0,0.1382,5.336,3.46153,25.7327,4.97326,33.4411,388.5,70.0,1.0,1987,36.1571,9.35208,1040.0,2024-03-10 00:00:00
lakhmess,لخمـــــــاس,0.0220992,15,0.000448,1.8544,0.0370529,0.509973,0.0045058,1.06339,1.78231,0.694638,8.27824,3.91995,7.22,517.06,8.22,1.0,1966,35.9952,9.47242,127.0,2024-03-10 00:00:00
rmil,الرميـــــــل,0.00085605,16,0.0,0.6522,0.00760741,0.376335,0.00432,0.033228,1.58175,0.237612,8.17453,0.3148,2.0,285.0,4.0,1.0,2002,36.302,9.50269,232.0,2024-03-10 00:00:00
birmcherga,بئر المشارقـــة,0.00766008,17,0.0012,12.8836,0.05872,6.50784,0.012,0.865384,2.4676,2.09527,20.3307,13.2202,41.599,122.5,52.9,1.0,1971,36.5112,10.0114,1263.0,2024-03-10 00:00:00
rmel,الرمــــــل,0.0,18,0.00575,4.538,0.0854322,6.08253,0.0575,0.515994,1.86195,0.986401,13.3362,0.900043,23.83,43.0,22.0,1.0,1998,36.3318,10.3597,675.0,2024-03-10 00:00:00
